ID	fold	statistic	pval	padj	rgd_symbol	entrezgene	refseq_mrna	refseq_peptide	refseq_ncrna	gene_biotype
Bcl10	-0.299550205913317	-2.15610483300378	0.0465544127848085	0.163239592611305	Bcl10	83477	NM_031328	NP_112618	NA	protein_coding
Hdac4	0.0954064311872802	0.775844818143091	0.449097818467379	0.6625590811755	Hdac4	363287	NM_053449	NP_445901	NA	protein_coding
Nppa	0.0150679609264532	0.128243037348741	0.89954628849336	0.95354046611522	Nppa	24602	NM_012612	NP_036744	NA	protein_coding
Gadd45a	0.752474334841279	3.06776620420386	0.00732426939452815	0.0484865338806105	Gadd45a	25112	NM_024127	NP_077041	NA	protein_coding
Gja1	0.830943097053697	3.73454968805394	0.00179117659213295	0.0204231768451606	Gja1	24392	NM_012567	NP_036699	NA	protein_coding
Casp1	-0.572662455261941	-2.01730010647799	0.06066938430676	0.192857876919218	Casp1	25166	NM_012762	NP_036894	NA	protein_coding
Kcnj2	-0.101904562441673	-0.702273138383837	0.492546694157195	0.698710715703946	Kcnj2	29712	NM_017296	NP_058992	NA	protein_coding
Scx	-0.383121048525512	-3.47822979686124	0.00308205982014415	0.0283986370314245	Scx	680712	NM_001130508	NP_001123980	NA	protein_coding
Ptgs2	5.07772701563382	7.03353478743229	2.74171454132872e-06	0.000488516241707197	Ptgs2	29527	NM_017232	NP_058928	NA	protein_coding
Tnfrsf1a	0.673244341120725	4.67713596948479	0.000248988284664219	0.00649000467755774	Tnfrsf1a	25625	NM_013091	NP_037223	NA	protein_coding
Gclc	0.139129061135623	0.362550446016776	0.72166023156504	0.859033111192066	Gclc	25283	NM_012815	NP_036947	NA	protein_coding
Eng	1.55354462416828	5.18919352221468	8.80294641924774e-05	0.00351470148337724	Eng	497010	NM_001010968	NP_001010968	NA	protein_coding
Tgfb1	1.21103709052373	3.93358204249805	0.00117596922500359	0.015862961139088	Tgfb1	59086	NM_021578	NP_067589	NA	protein_coding
Atp1a1	-0.514914229281114	-2.23144079263567	0.0402244631428082	0.147210190373649	Atp1a1	24211	NM_012504	NP_036636	NA	protein_coding
Mmp7	0.444894213070394	4.89957013636245	0.000157942197621272	0.00488908630072565	Mmp7	25335	NM_012864	NP_036996	NA	protein_coding
Mag	0.0546083412167615	0.410081803619111	0.687155672470893	0.838265319635961	Mag	29409	NM_017190	NP_058886	NA	protein_coding
Ltbr	0.190722658017668	1.70865033205028	0.106736005391474	0.276392521866413	Ltbr	297604	NM_001008315	NP_001008316	NA	protein_coding
Atp1a2	-1.67124556876892	-2.90533645016473	0.0102824466467235	0.0604688906741797	Atp1a2	24212	NM_012505	NP_036637	NA	protein_coding
Map3k14	0.189094661899802	1.36238732888051	0.19184812401973	0.397727099912026	Map3k14	360640	NM_001108301	NP_001101771	NA	protein_coding
Nfkb1	0.763494215506332	4.99543518836593	0.00013001939244421	0.00438434551007887	Nfkb1	81736	NM_001276711	NP_001263640	NA	protein_coding
Aqp1	-0.0525211352931096	-0.206493681906266	0.838996334105259	0.924466529515156	Aqp1	25240	NM_012778	NP_036910	NA	protein_coding
Sox9	-1.01145696048868	-3.01090970294882	0.00825021124170516	0.0525005446713626	Sox9	140586	NA	NP_536328	NA	protein_coding
Akt1	0.111941655002038	1.04276103330856	0.312478044836189	0.532431128174639	Akt1	24185	NM_033230	NP_150233	NA	protein_coding
Tlr7	0.441450491795877	2.59937026480894	0.0193052453657314	0.0916365881415911	Tlr7	317468	NM_001097582	NP_001091051	NA	protein_coding
Irf1	1.05334754543881	4.17248698905029	0.000711157150598501	0.0118077803391445	Irf1	24508	NM_012591	NP_036723	NA	protein_coding
Cyba	0.616587905064348	3.67676839317697	0.00202424461261877	0.0219088233775548	Cyba	79129	NM_024160	NP_077074	NA	protein_coding
Il13	-0.0289482078023098	-0.441170713792402	0.664961654742773	0.824269238419304	Il13	116553	NM_053828	NP_446280	NA	protein_coding
Cd40	1.46370268752188	3.6170854173189	0.00229694592707395	0.023496949852107	Cd40	171369	NM_134360	NP_599187	NA	protein_coding
Ptger4	-0.192572443256692	-1.25457374714925	0.227556999593819	0.442655281269514	Ptger4	84023	NM_032076	NP_114465	NA	protein_coding
Bag3	-0.0017068422876747	-0.0120965561844817	0.990497338560636	0.995752187598895	Bag3	293524	NM_001011936	NP_001011936	NA	protein_coding
Nppb	0.131432924291923	1.01410358349419	0.325544906280315	0.5459555302688	Nppb	25105	NM_031545	NP_113733	NA	protein_coding
Mtpn	0.0393593844072706	0.294522388180087	0.772125637547859	0.888875203572453	Mtpn	79215	NM_024374	NP_077350	NA	protein_coding
Arhgdia	0.186016773635064	1.72259534145796	0.10412874420211	0.271951202862567	Arhgdia	360678	NM_001007005	NP_001007006	NA	protein_coding
Fas	0.305824912864701	2.79002150840734	0.0130587942972965	0.0704454976597945	Fas	246097	NM_139194	NP_631933	NA	protein_coding
Sftpa1	0.0618833682732376	0.645534262907039	0.527682587478414	0.724577263551565	Sftpa1	24773	NM_001270645	NP_059025	NA	protein_coding
Mapk3	-0.272636111308907	-1.48595838820945	0.156625503685298	0.351003428382783	Mapk3	50689	NM_017347	NP_059043	NA	protein_coding
Il1b	6.15131446289998	14.1398750777556	1.71397954166141e-10	9.31745428929851e-07	Il1b	24494	NM_031512	NP_113700	NA	protein_coding
